EIN,NAME,ICO,STREET,CITY,STATE,ZIP,GROUP,SUBSECTION,AFFILIATION,CLASSIFICATION,RULING,DEDUCTIBILITY,FOUNDATION,ACTIVITY,ORGANIZATION,STATUS,TAX_PERIOD,ASSET_CD,INCOME_CD,FILING_REQ_CD,PF_FILING_REQ_CD,ACCT_PD,ASSET_AMT,INCOME_AMT,REVENUE_AMT,NTEE_CD,SORT_NAME
043623147,MILILANI ASSEMBLY HALL OF JEHOVAH WITNESSES INC,% KENNETH MINNER,239 PALII ST,MILILANI,HI,96789-3964,0000,03,3,7000,200212,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
043650422,MILITARY INTELLIGENCE SERVICE VETERANS OF HAWAII POST 110 VFW US,% LAWRENCE ENOMOTO,45-379 NAMOKU ST,KANEOHE,HI,96744-2257,0000,19,3,1000,200211,1,00,000000000,1,01,202406,0,0,02,0,06,0,0,0,W30,
043660909,PACIFIC BUDDHIST ACADEMY,,1754 LUSITANA ST,HONOLULU,HI,96813-1657,0000,03,3,2000,200210,1,11,000000000,1,01,202306,8,6,01,0,06,10323464,2223395,2167801,B25,
043795644,MAUI FOOD TECHNOLOGY CENTER INC,% LUANA MAHI,PO BOX 901452,KULA,HI,96790-1452,0000,03,3,2000,200603,1,16,000000000,1,01,202312,4,6,01,0,12,140719,1668183,1668183,K05,
043848820,LUBAVITCH FOUNDATION OF HAWAII,% ISAAC KRASNJANSKY,410 ATKINSON DR STE 451,HONOLULU,HI,96814-4730,0000,03,3,7000,200705,1,10,000000000,1,01,,0,0,06,0,02,,,,X30,
046707664,WINDHORSE FOUNDATION,% WINDHORSE CAPITAL MANAGEMENT,316 PAANI PL,PAIA,HI,96779-9703,0000,03,3,1000,199209,1,04,602000000,2,01,202312,6,5,00,1,12,4885740,878887,,,SALEM DAVID A MR & MRS TTEES
050538134,DOWSETT FOUNDATION,% ROBERT FUKUHARA JR,1108 FORT STREET ROOM 1,HONOLULU,HI,96813-2722,0000,03,3,2000,200303,1,15,000000000,1,01,202406,4,2,02,0,06,473859,14000,14000,A26,
050594693,HAWAII DOG FOUNDATION,% STEPHANIE RYAN,111 HEKILI ST STE A606,KAILUA,HI,96734-2800,0000,03,3,1240,200404,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
050629872,KAHIAU FOUNDATION,% DAVID ECKLES,2969 KALAKAUA AVE APT 1101,HONOLULU,HI,96815-4626,0000,03,3,1200,200708,1,04,000000000,1,01,202312,6,5,00,1,12,2706916,617038,,T20,
050630282,KSK FOUNDATION,% KENNETH J KOBATAKE,PO BOX 10039,HONOLULU,HI,96816-0039,0000,03,3,1000,200705,1,04,000000000,1,01,202409,4,3,00,1,09,117336,82398,,T22,
061656634,KILAUEA DRAMA & ENTERTAINMENT NETWORK KDEN,% SUZI BOND,HC 3 BOX 13089,KEAAU,HI,96749-9222,0000,03,3,1200,200305,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A65,
061657799,AMATAGA FOU CHURCH,% MALAEOTOFIGA LEVAULA,91-458 PAPIPI DR,EWA BEACH,HI,96706-2317,0000,03,3,1700,200312,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
061665576,HAWAII UNITED OKINAWA ASSOCIATION,,94-587 UKEE ST,WAIPAHU,HI,96797-4214,4200,03,9,1000,199611,1,15,564000000,1,01,202412,0,0,02,0,12,0,0,0,,OKINAWAN GENEAOLOGICAL SOCIETY OF H
061700165,REDEEMING LIGHT INTERNATIONAL INC,% SHARON DAVIS,68-1830 PAKANU ST,WAIKOLOA,HI,96738-5344,0000,03,3,1000,200307,1,15,000000000,1,01,202306,3,3,01,0,06,42588,84155,84155,F60,
061700328,GOODWILL CONTRACT SERVICES HAWAII INC,% BRENT ARAKAKI,571 QUINN LN UNIT 1,HONOLULU,HI,96813-6234,0000,03,3,2000,200310,1,16,000000000,1,01,202312,6,6,01,0,12,2828892,2708076,2708076,J30,
061710544,HONOLULU HIROSHIMA KENJINKAI,% WAYNE TOMA,PO BOX 241056,HONOLULU,HI,96824-1056,0000,03,3,1200,201705,1,16,000000000,5,01,202403,0,0,02,0,03,0,0,0,A23,
061768576,CALVERY CHAPEL DOWNTOWN,% JOHN MANZO,PO BOX 37507,HONOLULU,HI,96837-0507,0000,03,3,7000,200810,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
061819112,PENTECOSTAL HOLINESS CHURCH,,355 N KAINALU DR,KAILUA,HI,96734-2125,1619,03,9,7000,196402,1,10,001030059,5,01,,0,0,06,0,12,,,,,LIFE CHURCH-KAILUA
100003939,NATIONAL CONTRACT MANAGEMENT ASSOCIATION,% JOHN CLARK III,PO BOX 22669,EWA BEACH,HI,96706-0000,1745,06,9,2000,196506,2,00,000000000,5,01,,0,0,02,0,06,,,,,48 ALOHA CHAPTER
113522771,NUESTRO FUTURO INC,% ABIGAIL Q PERRIN,PO BOX 578,HAIKU,HI,96708-0578,0000,03,3,2300,200006,1,03,000000000,1,01,202312,8,8,00,1,12,14265177,10776150,,T23,
113576524,DOOHER INSTITUTE OF PHYSICS AND ENERGY,% YI TUAN & BRUNSTEIN,14 AULIKE ST APT 903,KAILUA,HI,96734-2743,0000,03,3,1000,200107,1,15,000000000,1,01,202312,4,3,01,0,12,187758,80000,80000,N30,
113654726,GOLD COAST NEIGHBORHOOD ASSOCIATION,% ROBERT GENTRY,2999 KALAKAUA AVE,HONOLULU,HI,96815-4654,0000,03,3,1000,200302,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,W99,
113683369,BADOC-PINILI WOMENS ASSOCIATION OF AMERICA,% HONESTA D P ROHR,94-507 PALAI ST,WAIPAHU,HI,96797-1268,0000,07,3,1000,201302,2,00,000000000,5,01,202312,0,0,02,0,12,0,0,0,N50,
113704749,FEED HAWAII,% MARGARET PARISH,PO BOX 531,HAWI,HI,96719-0531,0000,03,3,1000,200508,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,K99,
113724046,CANAAN COMMUNITY GOSPEL CENTER,% TIN PO LAI,100 N BERETANIA STREET,HONOLULU,HI,96817-4712,0000,03,3,7000,200512,1,10,000000000,1,01,202412,5,4,06,0,12,722343,253923,253923,X20,
113728426,OHANA WORSHIP CENTER INC,% KELLY SAKAI,3210 LOWER RD # B,HONOLULU,HI,96822-1457,0000,03,3,7000,200512,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
116177811,KUKUIPUKA OHANA,,PO BOX 658,KULA,HI,96790-0658,0000,03,3,7000,200908,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,X21,
132941045,NOVA ARTS FOUNDATION INC,,PO BOX 670,KAILUA,HI,96734-0670,0000,03,3,1000,198005,1,16,090119000,1,01,202312,4,4,01,0,12,123652,327247,327247,,
133033449,SOGI FOUNDATION,% JAMES SOGI,77-6292 MAMALAHOA HWY,HOLUALOA,HI,96725-9724,0000,03,3,1000,198007,1,04,602000000,2,01,202412,4,3,00,1,12,446534,40912,,,
133469818,COMPANIONS OF ART AND NATURE INC,% MIKEL MESH,PO BOX 1327,LAHAINA,HI,96767-1327,0000,03,3,1000,199401,1,15,060000000,1,01,202403,0,0,02,0,03,0,0,0,C30J,
133588071,HAU OLI MAU LOA FOUNDATION,%,701 BISHOP ST,HONOLULU,HI,96813-4814,0000,03,3,1000,199104,1,04,328000000,1,01,202312,9,7,00,1,12,150552877,9208048,,,
133864330,PAN PACIFIC AND SOUTHEAST ASIA WOMENS ASSOCIATION,,38 JUDD STREET,HONOLULU,HI,96817-2604,0000,03,3,1000,199604,1,15,994093000,1,01,202312,0,0,02,0,12,0,0,0,Q21,
134230668,KIDZ KARE ENTERPRISES,% DENNIS MORIKAWA,94-432 PAWA WAY,MILILANI,HI,96789-2607,0000,03,3,1200,200301,1,16,000000000,1,01,202412,4,5,01,0,12,122649,637833,637833,P30,
134275413,HULA HALAU O KOU LIMA NANI E INC,% IWALANI KALIMA,PO BOX 6546,HILO,HI,96720-8930,0000,03,3,1200,200412,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,A20,
134275937,DRAGONS EYE LEARNING CENTER,% GEOFFREY KERN,PO BOX 778,PAHOA,HI,96778-0778,0000,03,3,1200,200407,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,B90,
134301291,PERFORMING ARTS CENTER OF KAPOLEI,,590 FARRINGTON HWY UNIT 524 PMB 234,KAPOLEI,HI,96707-2034,0000,03,3,1000,201405,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,A60,
134335629,OHANA PACIFIC FOUNDATION,,45-181 WAIKALUA RD,KANEOHE,HI,96744-2765,0000,03,3,1000,200710,1,16,000000000,1,01,202312,5,4,01,0,12,501936,463888,463888,P70,DBA KAUAI ADULT DAY HEALTH CENTER
134341854,TRI-ISLE PERSONAL CARE INC,,200 HINA AVE,KAHULUI,HI,96732-1821,0000,03,3,1000,201409,1,15,000000000,1,01,202312,3,4,01,0,12,90602,348599,348599,J99,
134350759,VFW AUXILIARY DEPT OF HAWAII,% PEGGY HAAKE,69 LEIPAPA PLACE,KAHULUI,HI,96732-0000,5729,19,9,1000,201008,2,00,000000000,5,01,202306,0,0,02,0,06,0,0,0,W30,3850 WILBERT WAH HU TOM VFW AUXILIA
134364350,REALTORS ASSOCIATION OF MAUI COMMUNITY FOUNDATION INC,% EVELYN PROCTOR,441 ALA MAKANI ST,KAHULUI,HI,96732-3507,0000,03,3,1200,200711,1,15,000000000,1,01,202312,4,4,01,0,12,285747,174471,174471,T30,
141873576,ASIAN AMERICAN PACIFIC ISLANDER NURSES ASSOCIATION INC,% JENNIFER KAWI,3247 BROKAW ST,HONOLULU,HI,96815-4117,0000,03,3,1000,200406,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,E70,
141888490,GUARDIAN ANGELS ANIMAL HAVEN INC,% SUZANNE BURRY,2696 IOLANI ST,MAKAWAO,HI,96768-8750,0000,03,3,1400,202309,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,D20,
141905292,HAWAII CHAMPS,% FRANCIS K MUKAI,600 ALA MOANA BLVD APT 2109,HONOLULU,HI,96813-4956,0000,03,3,1000,200408,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,N70,
141994014,EDEN EARTHWORKS INC,% NEENA ROUMELL,PO BOX 711458,MOUNTAIN VIEW,HI,96771-1458,0000,03,3,1000,200807,1,15,000000000,1,01,202312,0,0,02,0,12,0,0,0,K30,
141994712,KANALU,% TOM STONE,PO BOX 5248,KANEOHE,HI,96744-9162,0000,03,3,2000,200901,1,16,000000000,1,01,202406,0,0,02,0,06,0,0,0,B99,MOW CLIFFORD AH JR PRESIDENT MBR
142006494,KALAMA BAND BOOSTERS,% EDWARD QUEJA,120 MAKANI RD,MAKAWAO,HI,96768-8916,0000,03,3,2000,202504,1,15,000000000,5,01,,0,0,02,0,06,,,,A6C,
142014788,DIVINE CHURCH OF PRAISE INC,% AILEEN VIEJO,94-408 AKOKI ST STE 106,WAIPAHU,HI,96797-2733,0000,03,3,7000,201106,1,10,000000000,1,01,202412,1,3,06,0,12,7175,60558,60558,X20,
161365260,ALOHA FOUNDATION,% MICHAEL G BUCK,41-563 WAIKUPANAHA PL,WAIMANALO,HI,96795-1440,0000,03,3,1000,199004,1,04,000000000,5,01,202412,5,4,00,1,12,643652,375885,,,
161538738,BARRIOCARE FOUNDATION INC,,4766 KAHALA AVE,HONOLULU,HI,96816-5243,0000,03,3,1000,199801,1,04,602000000,1,01,202312,4,2,00,1,12,302619,22695,,I20Z,
161628674,HANALEI WATERSHED HUI,% BARBARA KAAUMOANA,PO BOX 1285,HANALEI,HI,96714-1285,0000,03,3,1000,200411,1,15,000000000,1,01,202312,4,4,01,0,12,411980,443989,443989,C32,
161640059,KAUAI MUSIC FESTIVAL,% JERRY BROCKLEHURST,PO BOX 2575,KAMUELA,HI,96743-2575,0000,03,3,2100,200310,1,15,000000000,1,01,202312,3,4,01,0,12,58517,178941,178941,A68,
161651486,NATURAL BRIDGES,% LILLO S CRAIN,PO BOX 727,KILAUEA,HI,96754-0727,0000,03,3,2000,200406,1,16,000000000,1,01,202407,4,4,01,0,07,233974,342173,342173,B21,
161652421,CET 1 PLUS 9,% JOHN K CHAR,98-1801 KILEKA PL,AIEA,HI,96701-1605,0000,03,1,1280,200308,1,11,000000000,1,01,,0,0,00,0,12,,,,B40,
161668413,KAPOLEI HIGH SCHOOL BAND BOOSTER CLUB,% DARWIN UESATO,91-5007 KAPOLEI PKWY,KAPOLEI,HI,96707-3201,0000,03,3,1000,200402,1,16,000000000,1,01,202312,0,0,02,0,12,0,0,0,B11,
161672016,MAUI CLASSICAL MUSIC FESTIVAL,% D KENT STEWART,PO BOX 532573,KIHEI,HI,96753-2573,0000,03,3,1000,200402,1,15,000000000,1,01,202406,3,3,01,0,06,58363,92279,92279,A68,
161685606,SANCTUARY OF MANA KEA GARDENS,% RANDYL RUPAR,PO BOX 939,HONAUNAU,HI,96726-0939,0000,03,3,7000,200509,1,15,000000000,1,01,202412,1,3,02,0,12,1,34400,34400,X21,
161691267,WAIKOLOA COMMUNITY DEVELOPMENT CORPORATION,% SHARON DAVIS,PO BOX 383097,WAIKOLOA,HI,96738-3097,0000,03,3,1200,200406,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,P24,
161699434,CHRIST - CENTERED CONSULTING SERVICES,% DONNA GAMBOA,94-833 LUMIAUAU ST APT J104,WAIPAHU,HI,96797-4872,0000,03,3,1000,200504,1,16,000000000,1,01,202412,0,0,02,0,12,0,0,0,J02,
161714246,HAWAII SADDLE CLUB,% MANUEL D SOUZA,PO BOX 1495,HONOKAA,HI,96727-1495,0000,03,3,1000,201208,1,16,000000000,1,01,202412,3,4,01,0,12,80457,153443,153443,N52,
161737197,E H W BROADBENT FOUNDATION,,4139 HARDY STREET E,LIHUE,HI,96766-1357,0000,03,3,1000,200610,1,04,000000000,1,01,202312,5,4,00,1,12,671147,120710,,T99,
161768811,UNITED STATES BOWLING CONGRESS INC,% CHERIE MIYASHIRO,PO BOX 562,LIHUE,HI,96766-0562,4348,03,9,1000,200409,1,16,000000000,1,01,202407,0,0,02,0,07,0,0,0,N70,82060 GARDEN ISLAND USBC
161778161,MAUI COUNTY SISTER CITIES FOUNDATION INC,% KAREN ARAKAWA,PO BOX 2895,WAILUKU,HI,96793-7895,0000,03,3,2000,200801,1,15,000000000,1,01,202212,1,1,02,0,12,1729,575,575,A23,
200038288,ALOHA JEWISH CHAPEL ASSOCIATION,% ROBERT LANDIS,47-450 AHUIMANU PL,KANEOHE,HI,96744-4650,0000,03,3,7000,200309,1,10,000000000,1,01,202412,0,0,06,0,12,0,0,0,X30,
200040349,SUSTAIN HAWAII,% KEVIN M VACCARELLO,41-1025 KALANIANAOLE HWY,WAIMANALO,HI,96795-1641,0000,03,3,1000,200510,1,15,000000000,1,01,202212,4,4,01,0,12,117493,403744,403744,B03,SUSTAIN HAWAII
200066222,ASSOCIATION FOR MARINE EXPLORATION,% AMY DITURI OR JOHN ROONEY,1427A MOKUNA PL,HONOLULU,HI,96816-7713,0000,03,3,1000,200403,1,15,000000000,1,01,202412,0,0,02,0,12,0,0,0,U21,
200070076,NEWHOUSE INC,,680 IWILEI RD STE 600,HONOLULU,HI,96817-5393,0000,03,3,1000,200307,1,15,000000000,1,01,202309,5,4,01,0,09,837613,100280,100280,L20,
200070639,UNITED KOREAN ASSOCIATION OF HAWAII,% YOUNG HAE KIM,401 KAMAKEE ST,HONOLULU,HI,96814-4203,0000,03,3,1000,200509,1,15,000000000,1,01,202312,0,4,01,0,12,0,254196,254196,P84,
200071021,RESURRECTION AND LIFE MINISTRIES INC,% RANDY IAEA,94-733 KALAE ST,WAIPAHU,HI,96797-1109,0000,03,3,7000,200601,1,10,000000000,1,01,,0,0,06,0,12,,,,X20,
200090779,FRIENDS OF THE LEEWARD COAST PUBLIC CHARTER SCHOOL,% KEN WILLIAMS,92-1047 OLANI ST UNIT 1206,KAPOLEI,HI,96707-4436,0000,03,3,1000,200503,1,15,000000000,1,01,202412,4,5,01,0,12,227379,565000,565000,B112,
200131750,PROMISE KEEPERS CHARITABLE FOUNDATION,% ROBIN S BENTLER,PO BOX 383,KILAUEA,HI,96754-0383,0000,03,3,1000,200312,1,04,000000000,1,01,202312,5,2,00,1,12,716727,11577,,T20,
200170363,KAMEHAMEHA SCHOOLS MAUI CAMPUS OHANA,% BOODEN & TEMPLE LLLC,175 AAPUEO PARKWAY,MAKAWAO,HI,96768-0000,0000,03,3,2000,200410,1,16,000000000,1,01,202406,5,4,01,0,06,515364,310233,310233,B11,
200234555,MAUI HARLEY OWNERS GROUP INC,% JOSEPH CABEBE,890 LOWER MAIN ST,WAILUKU,HI,96793-1417,0000,07,3,1000,200711,2,00,000000000,1,01,202412,0,0,02,0,12,0,0,0,N50,
200245026,SURFING THE NATIONS,% TOM V BAUER,PO BOX 860366,WAHIAWA,HI,96786-0366,6449,03,6,1000,200310,1,15,000000000,1,01,202312,6,6,01,0,12,2374811,2718359,1835421,X20,
